1553709143593	webdriver::httpapi	DEBUG	Creating routes
1553709143597	geckodriver	DEBUG	Listening on 127.0.0.1:4444
1553709143598	webdriver::server	DEBUG	-> GET /status 
1553709143598	webdriver::server	DEBUG	<- 200 OK {"value":{"message":"","ready":true}}
1553709143649	webdriver::server	DEBUG	-> POST /session {"capabilities":{"browserName":"firefox","acceptSslCerts":true,"acceptInsecureCerts":true,"name":"Example"},"desiredCapabilities":{"browserName":"firefox","acceptSslCerts":true,"platform":"ANY","acceptInsecureCerts":true,"name":"Example"}}
1553709143658	mozrunner::runner	INFO	Running command: "C:\\Program Files\\Mozilla Firefox\\firefox.exe" "-marionette" "-foreground" "-no-remote" "-profile" "C:\\Users\\zhiji\\AppData\\Local\\Temp\\rust_mozprofile.l6fgHwDubOyN"
1553709143660	geckodriver::marionette	DEBUG	Waiting 60s to connect to browser on 127.0.0.1:55205
1553709143914	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid extension permission: mozillaAddons
1553709143914	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid extension permission: resource://pdf.js/
1553709143914	addons.webextension.screenshots@mozilla.org	WARN	Loading extension 'screenshots@mozilla.org': Reading manifest: Invalid extension permission: about:reader*
1553709144076	Marionette	DEBUG	Init aborted (running=false, enabled=true, finalUIStartup=false)
1553709144819	Marionette	DEBUG	Setting recommended pref apz.content_response_timeout to 60000
1553709144820	Marionette	DEBUG	Setting recommended pref browser.contentblocking.introCount to 99
1553709144820	Marionette	DEBUG	Setting recommended pref browser.download.panel.shown to true
1553709144820	Marionette	DEBUG	Setting recommended pref browser.newtabpage.enabled to false
1553709144820	Marionette	DEBUG	Setting recommended pref browser.pagethumbnails.capturing_disabled to true
1553709144820	Marionette	DEBUG	Setting recommended pref browser.search.update to false
1553709144820	Marionette	DEBUG	Setting recommended pref browser.tabs.disableBackgroundZombification to false
1553709144820	Marionette	DEBUG	Setting recommended pref browser.tabs.warnOnCloseOtherTabs to false
1553709144820	Marionette	DEBUG	Setting recommended pref browser.tabs.warnOnOpen to false
1553709144821	Marionette	DEBUG	Setting recommended pref browser.usedOnWindows10.introURL to 
1553709144821	Marionette	DEBUG	Setting recommended pref browser.urlbar.suggest.searches to false
1553709144821	Marionette	DEBUG	Setting recommended pref datareporting.policy.dataSubmissionPolicyAccepted to false
1553709144821	Marionette	DEBUG	Setting recommended pref dom.disable_beforeunload to true
1553709144821	Marionette	DEBUG	Setting recommended pref dom.disable_open_during_load to false
1553709144821	Marionette	DEBUG	Setting recommended pref dom.file.createInChild to true
1553709144821	Marionette	DEBUG	Setting recommended pref dom.max_chrome_script_run_time to 0
1553709144821	Marionette	DEBUG	Setting recommended pref dom.max_script_run_time to 0
1553709144821	Marionette	DEBUG	Setting recommended pref extensions.getAddons.cache.enabled to false
1553709144821	Marionette	DEBUG	Setting recommended pref extensions.webservice.discoverURL to http://%(server)s/dummy/discoveryURL
1553709144821	Marionette	DEBUG	Setting recommended pref network.http.prompt-temp-redirect to false
1553709144821	Marionette	DEBUG	Setting recommended pref network.http.speculative-parallel-limit to 0
1553709144821	Marionette	DEBUG	Setting recommended pref security.fileuri.strict_origin_policy to false
1553709144821	Marionette	DEBUG	Setting recommended pref security.notification_enable_delay to 0
1553709144821	Marionette	DEBUG	Setting recommended pref signon.autofillForms to false
1553709144821	Marionette	DEBUG	Setting recommended pref signon.rememberSignons to false
1553709144822	Marionette	DEBUG	Setting recommended pref toolkit.cosmeticAnimations.enabled to false
1553709144846	Marionette	INFO	Listening on port 55205
1553709144846	Marionette	DEBUG	Remote service is active
1553709145261	geckodriver::marionette	DEBUG	Connection established on 127.0.0.1:55205. Waiting for Marionette handshake
1553709145262	Marionette	DEBUG	Accepted connection 0 from 127.0.0.1:55218
1553709145262	geckodriver::marionette	DEBUG	Connected to Marionette
1553709145264	Marionette	DEBUG	0 -> [0,1,"WebDriver:NewSession",{}]
1553709145287	Marionette	DEBUG	0 <- [1,1,null,{"sessionId":"4f702b2f-9e8a-4bfc-b029-2de02a9664a1","capabilities":{"browserName":"firefox","browserVersion":"66.0. ... ozprofile.l6fgHwDubOyN","moz:shutdownTimeout":60000,"moz:useNonSpecCompliantPointerOrigin":false,"moz:webdriverClick":true}}]
1553709145287	webdriver::server	DEBUG	<- 200 OK {"value":{"sessionId":"4f702b2f-9e8a-4bfc-b029-2de02a9664a1","capabilities":{"acceptInsecureCerts":false,"browserName":"firefox","browserVersion":"66.0.2","moz:accessibilityChecks":false,"moz:geckodriverVersion":"0.24.0","moz:headless":false,"moz:processID":3492,"moz:profile":"C:\\Users\\zhiji\\AppData\\Local\\Temp\\rust_mozprofile.l6fgHwDubOyN","moz:shutdownTimeout":60000,"moz:useNonSpecCompliantPointerOrigin":false,"moz:webdriverClick":true,"pageLoadStrategy":"normal","platformName":"windows","platformVersion":"10.0","rotatable":false,"setWindowRect":true,"strictFileInteractability":false,"timeouts":{"implicit":0,"pageLoad":300000,"script":30000},"unhandledPromptBehavior":"dismiss and notify"}}}
1553709145293	webdriver::server	DEBUG	-> POST /session/4f702b2f-9e8a-4bfc-b029-2de02a9664a1/url {"url":"http://localhost:3000/samples/viewing/viewing"}
1553709145294	Marionette	DEBUG	0 -> [0,2,"WebDriver:Navigate",{"url":"http://localhost:3000/samples/viewing/viewing"}]
JavaScript warning: http://localhost:3000/lib/core/CoreControls.js, line 256: unreachable code after return statement
1553709146302	Marionette	DEBUG	0 <- [1,2,null,{"value":null}]
1553709146313	webdriver::server	DEBUG	<- 200 OK {"value":null}
1553709146315	webdriver::server	DEBUG	-> POST /session/4f702b2f-9e8a-4bfc-b029-2de02a9664a1/elements {"using":"css selector","value":"body"}
1553709146316	Marionette	DEBUG	0 -> [0,3,"WebDriver:FindElements",{"using":"css selector","value":"body"}]
1553709146435	Marionette	DEBUG	0 <- [1,3,null,[{"element-6066-11e4-a52e-4f735466cecf":"d8f03292-4d5e-437d-9186-7dc278e56cea"}]]
1553709146435	webdriver::server	DEBUG	<- 200 OK {"value":[{"element-6066-11e4-a52e-4f735466cecf":"d8f03292-4d5e-437d-9186-7dc278e56cea"}]}
1553709146437	webdriver::server	DEBUG	-> GET /session/4f702b2f-9e8a-4bfc-b029-2de02a9664a1/element/d8f03292-4d5e-437d-9186-7dc278e56cea/displayed 
1553709146438	Marionette	DEBUG	0 -> [0,4,"WebDriver:IsElementDisplayed",{"id":"d8f03292-4d5e-437d-9186-7dc278e56cea"}]
1553709146464	Marionette	DEBUG	0 <- [1,4,null,{"value":true}]
1553709146464	webdriver::server	DEBUG	<- 200 OK {"value":true}
1553709176469	webdriver::server	DEBUG	-> DELETE /session/4f702b2f-9e8a-4bfc-b029-2de02a9664a1 
1553709176470	Marionette	DEBUG	0 -> [0,5,"Marionette:Quit",{"flags":["eForceQuit"]}]
1553709176471	Marionette	INFO	Stopped listening on port 55205
1553709176548	Marionette	DEBUG	0 <- [1,5,null,{"cause":"shutdown"}]
1553709176574	webdriver::server	DEBUG	Deleting session
[Parent 3492, Gecko_IOThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 11584, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
[Child 11584, Chrome_ChildThread] WARNING: pipe error: 109: file z:/build/build/src/ipc/chromium/src/chrome/common/ipc_channel_win.cc, line 332
1553709176586	Marionette	DEBUG	0 -> [0,6,"Marionette:Quit",{"flags":["eForceQuit"]}]
